эффективность;вердикт;кластер;интент;запрос;частота_ws;частота_wsk;посадочная;действие;приоритет;источник;сид;заметка
100;сажать;под ключ;коммерческий;беседка под ключ проекты и цены;430;51;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;под ключ;коммерческий;беседки под ключ проекты и цены;430;108;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;остекление;коммерческий;закрытая беседка 3 3;420;42;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка 3 на 3;
100;сажать;размер 4х4;коммерческий;беседка 4 на 4 из металла;399;100;https://real-besedki.ru/katalog/razmer/4x4;хаб размера;P0;keyso-extended;беседка 4 на 4;
100;сажать;размер 3х3;коммерческий;беседка 3 на 3 цена;361;18;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
100;сажать;под ключ;коммерческий;беседка на дачу под ключ;357;84;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;размер 4х4;коммерческий;беседка 4 х 4;328;10;https://real-besedki.ru/katalog/razmer/4x4;хаб размера;P0;keyso-extended;беседка 4 на 4;
100;сажать;размер 3х3;коммерческий;каркас беседки 3х3;310;20;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
100;сажать;под ключ;коммерческий;построить беседку под ключ;306;31;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;под ключ;коммерческий;готовые беседки под ключ;300;73;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;под ключ;коммерческий;беседка под ключ московская;292;3;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;размер 3х3;коммерческий;металлическая беседка 3 на 3;273;45;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
100;сажать;размер 3х3;коммерческий;сколько стоит беседка 3 на 3;267;13;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
100;сажать;под ключ;коммерческий;беседка для дачи под ключ недорого;251;21;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
100;сажать;остекление;коммерческий;закрытая беседка из металла;242;45;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка из металла;
100;сажать;размер 3х3;коммерческий;беседка 3 на 3 на сваях;233;9;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
100;сажать;размер 3х3;коммерческий;беседка 3х3 из бруса;230;24;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
100;сажать;размер 6х3;коммерческий;проект беседки 6 на 3;229;28;https://real-besedki.ru/katalog/razmer/6x3;хаб размера;P0;keyso-extended;беседка 6 на 3;
100;сажать;размер 4х4;коммерческий;беседка 4 на 4 с односкатной крышей;227;73;https://real-besedki.ru/katalog/razmer/4x4;хаб размера;P0;keyso-extended;беседка 4 на 4;
99;сажать;остекление;коммерческий;беседка с панорамным остеклением;198;46;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;беседки с панорамным остеклением;198;21;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;панорамное остекление беседки;188;15;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;дизайн закрытой беседки;185;11;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;дизайнерская беседка;
99;сажать;остекление;коммерческий;закрытая беседка для дачи фото;177;36;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;закрытая беседка под ключ;177;24;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;алюминиевое остекление беседки;170;34;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка с остеклением;
99;сажать;остекление;коммерческий;закрытая беседка из бруса;146;20;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;закрытая беседка для дачи купить;129;20;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;остекление беседки фото;127;2;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;мягкое остекление беседки;103;31;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;мягкие окна для беседки;
99;сажать;остекление;коммерческий;беседка с раздвижным остеклением;79;30;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка с остеклением;
99;сажать;остекление;коммерческий;остекление беседки раздвижными конструкциями;74;19;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка с остеклением;
99;сажать;остекление;коммерческий;теплое остекление беседки;72;24;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка с остеклением;
99;сажать;остекление;коммерческий;красивые закрытые беседки;69;1;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;беседка остекленная для дачи;67;20;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;большая закрытая беседка;65;6;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;остекление беседки варианты;57;2;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;остекленная беседка;
99;сажать;остекление;коммерческий;закрытая беседка с печкой;56;8;https://real-besedki.ru/katalog/besedki-s-ostekleniem;каталог остекления;P0;keyso-extended;беседка с мангалом;
97;сажать;под ключ;коммерческий;беседка закрытая под ключ;170;24;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;остекленная беседка;
97;сажать;под ключ;коммерческий;построить беседку на даче под ключ;160;2;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;под ключ;коммерческий;дачная беседка под ключ;147;35;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;под ключ;коммерческий;дачные беседки под ключ;147;22;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;размер 6х3;коммерческий;беседка 3 на 6 фото;123;26;https://real-besedki.ru/katalog/razmer/6x3;хаб размера;P0;keyso-extended;беседка 6 на 3;
97;сажать;размер 3х3;коммерческий;беседка 3 на 3 с бруса;119;5;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
97;сажать;размер 3х3;коммерческий;беседка для дачи 3х3 недорогая;103;5;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
97;сажать;размер 3х3;коммерческий;беседка металлическая для дачи 3х3;103;45;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
97;сажать;размер 3х3;коммерческий;стоимость беседки 3 на 3;95;4;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
97;сажать;под ключ;коммерческий;беседка из бруса под ключ;92;5;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;размер 3х3;коммерческий;беседка 3х3 из бруса 100х100;84;66;https://real-besedki.ru/katalog/razmer/3x3;хаб размера;P0;keyso-extended;беседка 3 на 3;
97;сажать;размер 6х3;коммерческий;беседка 6х3 с односкатной крышей;81;40;https://real-besedki.ru/katalog/razmer/6x3;хаб размера;P0;keyso-extended;беседка 6 на 3;
97;сажать;под ключ;коммерческий;купить готовую беседку под ключ;78;10;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;под ключ;коммерческий;беседка под ключ цена подмосковье;72;11;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;под ключ;коммерческий;модульные беседки под ключ;69;26;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
97;сажать;под ключ;коммерческий;застекленная беседка под ключ;60;23;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;остекленная беседка;
97;сажать;размер 4х4;коммерческий;беседка 4х4 фото;57;21;https://real-besedki.ru/katalog/razmer/4x4;хаб размера;P0;keyso-extended;беседка 4 на 4;
97;сажать;размер 4х4;коммерческий;беседка из металлопрофиля 4 на 4;55;12;https://real-besedki.ru/katalog/razmer/4x4;хаб размера;P0;keyso-extended;беседка 4 на 4;
97;сажать;под ключ;коммерческий;летние беседки под ключ;54;2;https://real-besedki.ru/uslugi/besedki-pod-klyuch;услуга под ключ / гео;P0;keyso-extended;беседка под ключ;
96;сажать;мангалы;коммерческий;с мангалом;257696;10;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
96;сажать;беседки с мангалом;коммерческий;беседка мангал;72523;507;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;беседки мангал;72523;204;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;мангалы;коммерческий;мангал беседка;67419;463;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
96;сажать;мангалы;коммерческий;мангал беседки;67419;184;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
96;сажать;мангалы;коммерческий;мангалы беседки;67418;30;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
96;сажать;мангалы;коммерческий;беседки с мангалами;55326;19;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
96;сажать;беседки с мангалом;коммерческий;беседка с мангалом;55325;2008;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;беседки с мангалом;55325;469;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;беседка мангальная;52854;519;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;беседки мангальные;52854;142;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;мангалы;коммерческий;мангал с беседкой;50595;95;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
96;сажать;беседки с мангалом;коммерческий;мангальная беседка;48465;508;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;мангальные беседки;48465;146;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;беседка мангальная зона;48130;347;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;беседки с мангалом;коммерческий;беседки мангальные зоны;48130;43;https://real-besedki.ru/katalog/besedki-s-mangalom;каталог беседок с мангалом;P0;keyso-extended;беседка с мангалом;"серия «Огонь»; не путать с отдельным мангалом"
96;сажать;мангалы;коммерческий;мангальная зона беседка;43922;359;https://real-besedki.ru/katalog/mangaly;каталог мангалов, не клон «беседка с мангалом»;P0;keyso-extended;беседка с мангалом;"M-01…M-04; в беседку только с дымоходом"
